"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACY","AeroCentury Corp.","AMEX","Industrial","Transportation Services",,"",8.820,622818
"AMTI","Applied Molecular Transport Inc.","NASD","Health Care","Biotechnology",,"",47.370,167855
"BGI","Birks Group Inc.","AMEX","Consumer Discretionary","Apparel Retailers",,"",2.630,147640
"BIVI","BioVie Inc.","NASD","Health Care","Biotechnology",,"",13.990,52996
"CAN"," Canaan Inc","NASD","Technology","Semiconductors",,"",8.780,4958396
"GHVI","Gores Holdings Inc.","NASD","","",,"",13.110,1285234
"GHVIU","Gores Holdings VI Inc.","NASD","","",,"",13.960,22642
"ICD","Independence Contract Drilling, Inc.","NYSE","Energy","Oil Equipment & Services",,"",3.130,118076
"LYL","Dragon Victory International Limited","NASD","Communication Services","Internet",,"",1.280,279259
"MTSL","MER Telemanagement Solutions Ltd.","NASD","Technology","Software",,"",2.420,50279
"NCTY","The9 Ltd.","NASD","Consumer Discretionary","Toys",,"",14.260,784641
"RENN","Renren Inc.","NYSE","Consumer Discretionary","Special Consumer Services",,"",9.780,69357
"SGOC","SGOCO Group, Ltd.","NASD","Technology","Electronic Equipment",,"",1.760,8194
"TIRX","Tian Ruixiang Holdings Ltd.","NASD","Financial","Property-Casualty Insurance",,"",10.310,150526
"TOUR","Tuniu Corp.","NASD","Consumer Discretionary","Travel & Tourism",,"",2.400,270619
"UAMY","U S Antimony Corp.","AMEX","Materials","Gold Mining",,"",0.824,1173847
"VERO","Venus Concept Inc.","NASD","Health Care","Medical Equipment",11.0,"sml",2.020,170210
"VIOT","Viomi Technology Co. Ltd.","NASD","Technology","Electronic Equipment",,"",7.690,112485
"VTGN","VistaGen Therapeutics Inc.","NASD","Health Care","Biotechnology",,"",2.580,27121060
"WATT","Energous Corp.","NASD","Technology","Telecom Equipment",,"",2.620,922294
