"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AEI","Alset EHome International Inc.","NASD","Real Estate","Real Estate Development",,"",3.610,1445086
"AMS","American Shared Hospital Services","AMEX","Health Care","Medical Equipment",,"",2.490,257491
"ANIP","ANI Pharmaceuticals, Inc.","NASD","Health Care","Pharmaceuticals",36.4,"sml",34.370,43995
"AUVI","Applied UV Inc.","NASD","Health Care","Medical Equipment",,"",7.220,237008
"BEEM","Beam Global","NASD","Financial","Specialty Finance",,"",24.010,201826
"BLDE","Blade Air Mobility Inc.","NASD","","",,"",8.790,931966
"BTX","Brooklyn ImmunoTherapeutics, Inc.","AMEX","Health Care","Biotechnology",,"",17.930,5469382
"CLSK","CleanSpark, Inc.","NASD","Technology","Software",,"",14.850,1770500
"CMBM","Cambium Networks Corp.","NASD","Technology","Electronic Equipment",,"",50.810,181458
"FTFT","Future FinTech Group Inc.","NASD","Technology","Software",,"",2.720,1456068
"GBOX","GreenBox POS","NASD","","",,"",9.790,342134
"GLMD","Galmed Pharmaceuticals Ltd.","NASD","Health Care","Pharmaceuticals",,"",2.590,94900
"HYRE","Hyrecar, Inc.","NASD","Industrial","Commercial Vehicles",,"",17.230,3039019
"PCT","PureCycle Technologies Inc","NASD","","",,"",14.680,1803097
"REKR","Rekor Systems, Inc.","NASD","Industrial","Business Support Services",,"",10.660,939586
"RVLV","Revolve Group, Inc.","NYSE","Consumer Discretionary","Specialty Retailers",99.4,"mid",46.940,1126805
"RXRX","Recursion Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",21.090,604830
"STAA","STAAR Surgical Co.","NASD","Health Care","Medical Equipment",89.9,"mid",120.590,437407
"TWST","Twist Bioscience Corp.","NASD","Health Care","Biotechnology",3.1,"mid",93.070,744076
"VFF","Village Farms International, Inc.","NASD","Consumer Staples","Food Products",,"",8.310,1098587
"WPRT","Westport Fuel Systems Inc.","NASD","Industrial","Commercial Vehicles",,"",5.590,1011989
"ZY","Zymergen Inc.","NASD","Health Care","Biotechnology",,"",35.900,682629
