"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"APPHW","AppHarvest, Inc.","NASD","","",,"",4.980,112730
"CLNE","Clean Energy Fuels Corp.","NASD","Energy","Integrated Oil & Gas",84.2,"sml",7.870,4253996
"DNMR","Danimer Scientific, Inc.","NYSE","","",,"",20.020,2449097
"EQOS","Diginex Ltd.","NASD","Financial","Investment Services",,"",5.290,510307
"HAE","Haemonetics Corp.","NYSE","Health Care","Medical Supplies",0.3,"mid",56.510,689626
"IMCC","IM Cannabis Corp.","NASD","Industrial","Industrial Suppliers",,"",4.600,92112
"INMB","INmune Bio Inc.","NASD","Health Care","Biotechnology",,"",11.410,108491
"LFMD","LifeMD, Inc.","NASD","Consumer Staples","Food Products",,"",10.330,4780709
"MDLY","Medley Management Inc.","NYSE","Financial","Asset Managers",,"",4.550,310928
"MYMD","MyMD Pharmaceuticals, Inc.","NASD","Health Care","Medical Supplies",,"",4.060,143974
"OCG","Oriental Culture Holding Ltd.","NASD","","",,"",4.260,192411
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.018,1209
"UTME","UTime Ltd.","NASD","Technology","Telecom Equipment",,"",31.330,6419
"YRIV","Yangtze River Development Ltd.","NASD","Real Estate","Real Estate Development",,"",0.061,32332
