"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AAME","Atlantic American Corp.","NASD","Financial","Life Insurance",,"",4.090,292638
"ALEC","Alector Inc.","NASD","Health Care","Biotechnology",53.5,"mid",17.440,360004
"ALYA","Alithya Group Inc.","NASD","Technology","Computer Services",,"",2.230,33156
"AMC","AMC Entertainment Holdings Inc.","NYSE","Consumer Discretionary","Recreational Services",98.9,"sml",12.640,88519352
"ANVS","Annovis Bio Inc.","NYSE","Health Care","Biotechnology",,"",27.350,127110
"APPS","Digital Turbine, Inc.","NASD","Technology","Software",65.4,"sml",61.230,2443267
"AQB","AquaBounty Technologies, Inc.","NASD","Health Care","Biotechnology",,"",5.210,1100123
"AYRO","AYRO, Inc.","NASD","Technology","Telecom Equipment",,"",4.800,1139337
"BLCT","BlueCity Holdings Ltd","NASD","Communication Services","Internet",,"",6.680,151394
"BNGO","Bionano Genomics, Inc.","NASD","Health Care","Biotechnology",,"",5.600,19618217
"BNTC","Benitec Biopharma Ltd.","NASD","Health Care","Biotechnology",,"",4.440,74686
"CAN"," Canaan Inc","NASD","Technology","Semiconductors",,"",8.520,9743276
"CCNC","Code Chain New Continent Limited","NASD","Industrial","Waste & Disposal Services",,"",2.460,728642
"CDOR","Condor Hospitality Trust, Inc.","AMEX","Real Estate","Hotel & Lodging REITs",,"",3.903,24129
"CERE","Cerevel Therapeutics Holdings, Inc.","NASD","","",,"",13.760,161523
"CNET","ZW Data Action Technologies","NASD","Communication Services","Media Agencies",,"",1.580,169283
"DLPN","Dolphin Entertainment, Inc.","NASD","Communication Services","Internet",,"",8.370,264752
"EBON","Ebang International Holdings Inc","NASD","Technology","Computer Hardware",,"",2.870,8565438
"ETTX","Entasis Therapeutics Holdings Inc.","NASD","Health Care","Biotechnology",,"",2.070,97726
"FHTX","Foghorn Therapeutics Inc.","NASD","Health Care","Biotechnology",,"",9.320,61626
"GME","Gamestop Corp.","NYSE","Consumer Discretionary","Specialty Retailers",99.9,"sml",168.830,4817037
"GRAY","Graybug Vision Inc.","NASD","Health Care","Biotechnology",,"",3.730,245281
"HOFV","Hall of Fame Resort & Entertainment Company","NASD","Communication Services","Entertainment",,"",3.380,2392848
"HYMC","Hycroft Mining Holding Corporation","NASD","Materials","Gold Mining",,"",3.680,161953
"HYMCW","Hycroft Mining Holding Corporation","NASD","","",,"",0.700,56811
"IMCR","Immunocore Holdings Plc","NASD","","",,"",34.580,89475
"INTZ","Intrusion Inc.","NASD","","",,"",13.000,254000
"IQ","iQIYI Inc.","NASD","Communication Services","Internet",,"",13.380,19377279
"KLDO","Kaleido Biosciences, Inc.","NASD","Health Care","Pharmaceuticals",8.7,"sml",6.410,97848
"KOPN","Kopin Corp.","NASD","Technology","Semiconductors",98.8,"sml",6.720,2078680
"KOSS","Koss Corp.","NASD","Communication Services","Mobile Telecommunications",,"",17.210,535105
"KUKE","Kuke Music Holding Ltd.","NYSE","Communication Services","Entertainment",,"",5.210,104514
"LABU","Direxion Daily S&P Biotech Bull 3x Shares","AMEX","","",,"",58.840,4575342
"MFH","Mercurity Fintech Holding Inc","NASD","Industrial","Business Support Services",,"",5.450,140630
"MGNI","Magnite, Inc","NASD","Technology","Software",83.7,"sml",26.440,3221452
"MOGO","Mogo Finance Technology Inc.","NASD","Financial","Consumer Finance",,"",7.690,1169621
"MOVE","Movano Inc.","NASD","Health Care","Medical Equipment",,"",4.950,25942
"MVIS","Microvision, Inc.","NASD","Technology","Electronic Equipment",,"",13.980,8273789
"NM","Navios Maritime Holdings, Inc.","NYSE","Industrial","Marine Transportation",,"",9.070,195734
"NSYS","Nortech Systems Inc.","NASD","Technology","Electrical Components",,"",5.960,18548
"OCG","Oriental Culture Holding Ltd.","NASD","","",,"",4.260,192411
"OLMA","Olema Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",24.310,126804
"OUST","Ouster, Inc.","NYSE","","",,"",9.640,486248
"PBTS","Powerbridge Technologies Co., Ltd.","NASD","Technology","Software",,"",1.250,172938
"PMVP","PMV Pharmaceuticals Inc.","NASD","Health Care","Pharmaceuticals",,"",33.570,316643
"QS","QuantumScape Corporation","NYSE","Consumer Discretionary","Auto Parts",,"",28.450,11341136
"RAAS","Cloopen Group Holding Ltd.","NYSE","Technology","Software",,"",10.000,518240
"RIOT","Riot Blockchain, Inc.","NASD","Technology","Software",,"",24.140,41441379
"RNWK","RealNetworks, Inc.","NASD","Technology","Software",,"",2.370,481527
