"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",36020.96,51.47,28.55,5.53,6.75,7.51,25.00,62.11,0.66%,30.30%,2.30,-31.60%,12.56%,12.00%,9.30%,5.70%,14.40%,8.50%,309.00,304.40,0.40%,-16.04%,90.10%,-1.03%,1.06%,2.08,7.50%,14.80%,10.00%,2.30,1.80,0.47,0.48,53.10%,15.80%,13.50%,1.01%,2.71%,17.06%,33.62%,37.86%,38.89%,1.05,2.39,1.63%,1.81%,1.22%,5.52%,24.58%,-1.33%,17.87%,-1.33%,94.08%,61.45,-0.25%,0.38%,2.20,1543.51,1.28,118.64,0.13%,1977700,11/23/2020 4:30:00 PM,121.94,11/18/1999,118.64,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",4267.02,,30.94,,0.46,1.26,2.46,17.63,,,-2.53,-559.70%,154.40%,-34.10%,,-4.50%,77.80%,-7.90%,186.00,184.84,0.20%,-0.13%,76.90%,2.37%,5.37%,1.79,-3.40%,-12.10%,-9.60%,1.80,1.20,0.75,0.75,13.80%,-0.20%,-5.00%,3.74%,5.59%,102.37%,110.12%,7.61%,7.16%,2.57,1.12,4.46%,5.08%,3.36%,23.55%,79.30%,-3.81%,91.36%,-3.81%,350.58%,63.80,-1.69%,2.60%,2.60,5542.03,0.80,23.25,0.87%,4441606,1/20/2021 4:30:00 PM,19.17,10/18/2016,23.27,0.09%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61%,4.87%,-0.16%,6.95%,24.20%,25.02%,,0.19,0.76%,0.87%,4.27%,3.96%,6.42%,-0.66%,9.82%,-6.18%,33.54%,69.27,0.10%,2.06%,,519.80,1.45,19.35,2.16%,752491,,,8/15/2018,,
4,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",37.79,,,,1.60,1.03,2.20,,,,-0.62,-37.70%,,-48.00%,25.00%,-22.50%,154.90%,3.90%,34.43,31.74,18.70%,0.00%,0.04%,-58.02%,0.01%,0.03,-16.40%,-38.80%,-45.00%,0.50,0.50,0.00,0.01,34.50%,,-68.30%,-7.03%,3.48%,5.31%,-9.16%,-11.85%,-12.56%,1.67,0.06,5.06%,4.74%,-1.45%,0.51%,9.11%,-9.23%,9.26%,-36.90%,92.81%,47.96,0.85%,-1.68%,,79.65,0.22,1.18,-0.84%,17872,11/12/2020 4:30:00 PM,,1/29/2008,,
5,"AACQ","Artius Acquisition Inc.","Financial","Shell Companies","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,2.02%,6.83%,6.94%,,,6.30%,,0.18,2.11%,1.68%,3.00%,6.49%,6.98%,-1.66%,11.33%,-1.66%,11.33%,75.17,-0.28%,0.56%,,585.70,3.20,10.66,0.28%,1874464,,,9/4/2020,10.61,-0.47%
6,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71%,3.36%,8.42%,12.57%,10.99%,12.99%,,0.69,0.69%,0.72%,3.50%,6.49%,15.89%,-0.18%,16.52%,-0.18%,82.46%,65.94,-0.60%,1.74%,,10.33,4.63,61.58,1.13%,47827,,,7/21/2010,,
7,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",125.68,,13.65,,69.82,0.65,14.12,5.93,,,-1.49,109.80%,8.63%,-3.90%,,8.00%,149.90%,-53.90%,34.66,32.47,2.20%,-2.66%,36.30%,-10.62%,2.56%,3.54,-2.70%,-24.60%,0.30%,,,0.97,3.50,,,,-1.82%,13.86%,32.63%,28.14%,-31.77%,-32.14%,1.85,0.15,2.98%,4.30%,0.17%,16.07%,30.89%,-8.80%,56.72%,-44.90%,166.43%,60.97,-2.61%,1.32%,2.70,234.68,1.00,3.73,-1.32%,234180,11/3/2020 4:30:00 PM,3.75,12/23/1997,3.73,0.00%
8,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",9770.78,,,,0.40,,1.18,,,,-13.85,25.20%,72.80%,-0.70%,,1.40%,-590.60%,-73.40%,509.05,502.83,0.93%,0.00%,45.40%,-5.06%,31.98%,2.10,-10.20%,219.80%,10.30%,0.70,0.60,,,51.80%,-29.10%,-25.60%,-0.76%,10.51%,25.36%,26.16%,-45.79%,-45.01%,1.83,0.83,3.39%,5.41%,-8.41%,6.77%,17.87%,-18.79%,42.33%,-50.84%,83.39%,45.93,-4.60%,0.57%,3.50,76740.25,0.90,15.13,-4.06%,68861274,10/22/2020 8:30:00 AM,11.36,12/9/2013,15.14,0.07%
9,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",38.20,,,,9.32,,1.24,6.82,,,-12.65,74.20%,,-15.80%,,-48.20%,45.40%,,1.63,0.61,6.30%,0.00%,15.40%,-12.61%,0.77%,1.01,-6.30%,1.70%,4.50%,,,,,,,-89.10%,1.81%,4.11%,11.65%,35.05%,72.12%,90.93%,0.64,0.77,2.97%,2.22%,3.89%,5.67%,29.75%,-7.40%,26.13%,-25.87%,133.18%,59.27,2.23%,-0.85%,,4.62,0.13,23.90,1.36%,607,,,12/13/2012,22.50,-5.86%
10,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",42.91,62.42,,,0.23,0.33,4.82,9.13,,34.00%,0.03,28.70%,,-17.10%,,3.60%,210.50%,-2.90%,20.44,4.08,2.80%,0.00%,5.50%,0.53%,0.06%,0.31,0.30%,1.00%,1.10%,,,0.26,0.26,,2.10%,0.60%,-1.44%,-4.63%,-0.48%,23.35%,5.64%,4.57%,0.27,0.09,2.80%,4.22%,-0.78%,-0.25%,6.75%,-8.15%,7.00%,-38.51%,35.44%,50.45,0.00%,3.88%,,7.86,1.56,2.14,3.88%,12245,,,3/17/1980,2.18,1.87%
