"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"TENX","Tenax Therapeutics, Inc.","Healthcare","Biotechnology","USA",13.59,,,,,1.78,1.56,,,,-1.20,85.00%,40.20%,33.00%,,,45.80%,,12.43,10.56,0.33%,,32.20%,74.96%,0.28%,0.17,-147.20%,-222.70%,,6.50,6.50,0.03,0.03,,,,2.88%,-2.73%,-31.41%,13.82%,-15.59%,-24.11%,2.31,0.08,6.15%,7.42%,82.40%,84.79%,82.27%,46.67%,146.36%,-26.12%,692.00%,80.75,-8.33%,101.87%,,174.28,1322.72,1.98,85.05%,230529540,,,4/4/1994,1.98,0.00%
2,"GBR","New Concept Energy, Inc.","Energy","Oil & Gas E&P","USA",8.90,,,,44.52,2.08,,,,0.00%,-0.01,-123.30%,,3.70%,,-16.90%,272.50%,0.00%,5.13,2.07,59.63%,0.00%,1.80%,-13.39%,3.47%,0.24,34.50%,65.80%,-107.40%,38.80,38.80,0.05,0.05,-42.60%,,,1.72%,-3.28%,40.48%,42.74%,43.90%,43.90%,2.11,0.12,6.54%,6.11%,40.43%,44.60%,88.94%,16.19%,74.22%,11.42%,343.64%,81.84,-9.63%,52.54%,,296.40,41.66,2.44,37.85%,12348843,,,3/25/1993,2.27,-6.97%
3,"BRN","Barnwell Industries, Inc.","Energy","Oil & Gas E&P","USA",9.79,,,,0.54,,2.13,24.47,,,-0.58,61.70%,,-42.00%,,0.60%,114.50%,48.40%,8.28,3.79,54.17%,0.00%,8.90%,16.99%,2.31%,0.19,-26.00%,-975.10%,371.50%,1.50,1.50,,,31.40%,-36.70%,-26.40%,-4.17%,5.50%,41.98%,26.37%,15.65%,11.65%,1.50,0.11,6.40%,8.78%,22.20%,37.28%,75.85%,-9.32%,72.72%,-45.52%,384.73%,63.29,28.07%,-0.87%,,452.13,9.26,1.46,26.96%,4185755,,,8/10/1965,1.44,-1.37%
4,"LTBR","Lightbridge Corporation","Industrials","Electrical Equipment & Parts","USA",19.27,,,,,0.84,1.11,,,,-2.79,57.50%,,23.80%,,,1.40%,,5.63,5.59,3.90%,0.00%,3.30%,41.38%,3.35%,0.41,-51.40%,-53.90%,,9.70,9.70,0.00,0.00,,,,10.94%,12.31%,-9.88%,-20.31%,-25.51%,-18.89%,3.29,0.42,12.30%,12.91%,31.91%,47.53%,12.38%,5.56%,86.89%,-46.67%,166.67%,68.68,24.93%,0.00%,,460.58,2.25,4.56,24.93%,1037572,11/4/2020 4:30:00 PM,,11/10/2000,4.57,0.22%
5,"NVFY","Nova LifeStyle, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",13.13,,,,1.27,0.21,1.40,,,,-2.53,-217.20%,,-20.30%,,-25.90%,,-57.10%,5.59,3.46,0.50%,0.00%,2.10%,17.58%,0.21%,0.08,,,-9.20%,27.10,4.90,0.00,0.01,-75.60%,,,1.40%,-2.69%,33.84%,29.94%,26.16%,17.30%,1.60,0.20,10.86%,10.09%,22.28%,26.16%,61.10%,-13.80%,48.32%,-13.80%,302.27%,64.60,22.92%,-0.46%,,98.63,3.89,2.65,22.35%,383629,,,7/26/2011,2.51,-5.46%
6,"GHSI","Guardion Health Sciences, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",30.07,,,,15.83,2.61,3.07,,,,-0.12,22.50%,,-40.90%,,40.60%,63.30%,50.00%,88.32,84.89,3.89%,0.00%,5.00%,106.93%,0.48%,0.06,-68.10%,-75.30%,-87.50%,9.80,8.70,0.00,0.00,,,,28.43%,25.90%,57.06%,-30.12%,49.29%,42.30%,,0.04,24.88%,14.48%,46.32%,70.85%,9.05%,-18.16%,131.09%,-48.47%,131.09%,69.67,8.02%,12.60%,,6327.68,4.61,0.38,21.63%,29152602,11/12/2020 4:30:00 PM,,4/5/2019,0.39,1.39%
7,"IRIX","IRIDEX Corporation","Healthcare","Medical Devices","USA",33.79,,,,0.94,1.94,2.84,,,,-0.56,38.80%,46.40%,-21.60%,30.00%,0.30%,4.60%,-17.80%,13.89,11.23,2.40%,0.00%,47.70%,-3.07%,1.77%,1.68,-25.00%,-38.60%,-39.70%,2.80,2.00,0.06,0.14,41.40%,-22.10%,-21.50%,46.95%,41.76%,26.84%,23.59%,-1.23%,8.07%,1.10,0.14,10.20%,6.74%,58.89%,60.27%,52.09%,20.75%,81.88%,-31.37%,138.52%,83.85,-4.59%,26.56%,,118.07,44.10,2.91,20.75%,5207371,11/9/2020 4:30:00 PM,,2/16/1996,2.80,-3.78%
8,"WHLM","Wilhelmina International, Inc.","Industrials","Specialty Business Services","USA",21.58,,,,0.45,1.35,4.32,,,,-2.00,-674.60%,,-45.50%,,-0.30%,113.30%,-39.00%,5.16,3.29,17.80%,-1.58%,47.40%,-8.50%,0.51%,0.76,-31.60%,-57.60%,-19.20%,1.10,1.10,0.09,0.23,27.70%,-19.40%,-21.50%,0.00%,10.67%,20.29%,-5.68%,-30.83%,0.24%,0.55,0.26,6.04%,7.07%,19.74%,35.63%,32.51%,-9.82%,82.35%,-61.61%,113.78%,75.24,20.39%,-0.72%,,21.99,17.78,4.96,19.52%,391083,,,7/30/1996,,
9,"HNRG","Hallador Energy Company","Energy","Thermal Coal","USA",32.29,,4.70,,0.12,0.17,6.09,1.16,,,-1.99,-888.00%,1250.00%,-50.40%,,5.90%,151.80%,-21.70%,30.47,22.81,3.80%,0.00%,32.70%,-9.01%,1.23%,1.14,-1.20%,-2.70%,-12.00%,1.10,0.40,0.60,0.79,25.60%,1.50%,-2.00%,-0.92%,1.89%,66.13%,62.80%,-62.89%,-63.64%,0.68,0.07,4.87%,6.68%,22.97%,38.70%,60.53%,8.40%,80.42%,-57.00%,115.00%,71.51,17.27%,1.85%,,245.06,6.34,1.29,19.44%,1554078,11/2/2020 4:30:00 PM,,1/20/1997,1.27,-1.55%
10,"MYT","Urban Tea, Inc.","Consumer Cyclical","Restaurants","China",13.38,,,,14.87,0.39,1.37,,,,-0.65,-22.70%,,-18.00%,,-66.40%,,27.60%,7.94,7.15,11.76%,0.00%,10.30%,152.96%,0.52%,0.07,-7.70%,-137.60%,-16.50%,6.70,5.80,0.00,0.00,41.30%,,,-7.78%,-10.75%,6.41%,-72.14%,-73.23%,-74.26%,1.21,0.10,3.73%,5.17%,13.56%,13.90%,-46.08%,-4.35%,24.53%,-86.44%,32.00%,64.23,20.00%,-0.60%,,523.65,6.28,1.98,19.28%,3288919,,,6/1/2015,1.99,0.51%
11,"OXBR","Oxbridge Re Holdings Limited","Financial","Insurance - Reinsurance","Cayman Islands",9.82,,,,7.02,1.26,1.72,,,,-0.03,94.70%,,-15.60%,,-31.30%,-119.80%,0.00%,5.73,3.07,0.60%,-91.79%,1.60%,348.72%,0.79%,0.01,-1.80%,-2.20%,-3.80%,,,0.03,0.03,,15.70%,-12.60%,-4.97%,2.39%,-41.69%,72.01%,129.32%,130.89%,0.91,0.11,4.66%,7.21%,17.55%,17.82%,57.17%,-5.96%,33.11%,-78.69%,192.86%,66.87,17.14%,1.74%,1.00,1744.80,43.64,2.05,19.18%,76143308,,,5/9/2014,2.12,3.41%
12,"TGC","Tengasco, Inc.","Energy","Oil & Gas E&P","USA",12.14,,,,3.57,2.62,4.86,,,,-0.19,-198.40%,,20.60%,,-18.70%,-345.70%,-33.30%,10.68,10.47,1.80%,0.00%,3.40%,0.81%,1.06%,0.08,-25.40%,-37.60%,-7.60%,3.80,3.50,0.02,0.04,2.90%,-58.90%,-60.20%,-15.38%,-6.31%,39.24%,97.74%,131.49%,124.44%,1.45,0.14,10.36%,12.28%,8.73%,19.57%,69.57%,-70.34%,61.62%,-70.34%,250.31%,56.28,15.45%,1.82%,,1435.09,0.26,1.29,17.55%,367317,,,12/28/1998,1.22,-5.65%
13,"ISIG","Insignia Systems, Inc.","Communication Services","Advertising Agencies","USA",10.73,,,,0.57,1.24,,,,,-0.49,-460.90%,,16.94%,,-3.60%,20.10%,-4.30%,12.18,8.16,32.70%,-20.89%,16.30%,2.34%,0.04%,0.00,-38.20%,-58.00%,-43.80%,3.00,3.00,0.05,0.12,19.70%,-32.80%,-31.20%,-1.10%,-4.89%,38.19%,16.01%,14.51%,19.20%,0.55,0.06,5.76%,6.85%,9.17%,7.57%,30.94%,-41.71%,51.65%,-41.71%,88.89%,61.33,14.86%,2.03%,,3394.55,0.81,1.02,17.20%,2766240,11/11/2020 4:30:00 PM,,6/25/1991,1.01,-0.98%
