"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AEI","Alset EHome International Inc.","NASD","Real Estate","Real Estate Development",,"",3.610,1454826
"ANVS","Annovis Bio Inc.","NYSE","Health Care","Biotechnology",,"",27.350,136093
"CCNC","Code Chain New Continent Limited","NASD","Industrial","Waste & Disposal Services",,"",2.460,728644
"CLPS","CLPS Inc.","NASD","Technology","Computer Services",,"",3.970,47649
"DXF","Dunxin Financial Holdings Ltd.","AMEX","Consumer Discretionary","Clothing & Accessories",,"",1.490,163333
"GRNQ","Greenpro Capital Corp.","NASD","Financial","Investment Services",,"",1.270,277175
"IMTE","Integrated Media Technology Limited","NASD","Technology","Computer Hardware",,"",3.640,66583
"JFIN","Jiayin Group Inc.","NASD","Communication Services","Internet",,"",5.520,77401
"KUKE","Kuke Music Holding Ltd.","NYSE","Communication Services","Entertainment",,"",5.210,104821
"LPCN","Lipocine Inc.","NASD","Health Care","Pharmaceuticals",17.0,"sml",1.380,446685
"MKGI","Monaker Group, Inc.","NASD","Communication Services","Media Agencies",,"",2.420,135997
"OCG","Oriental Culture Holding Ltd.","NASD","","",,"",4.260,192718
"SINO","Sino-Global Shipping America, Ltd.","NASD","Industrial","Transportation Services",,"",3.550,253441
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",99.3,"sml",0.031,1513
"SRAX","SRAX Inc.","NASD","Communication Services","Media Agencies",,"",4.550,493762
"TAOP","Taoping, Inc.","NASD","Technology","Computer Services",,"",5.140,775692
"TKAT","Takung Art Co., Ltd.","AMEX","Communication Services","Internet",,"",19.600,520474
"XNET","Xunlei Limited","NASD","Communication Services","Internet",,"",4.330,617989
"XYF","X Financial","NYSE","Financial","Consumer Finance",,"",4.370,33275
"YVR","Liquid Media Group Ltd.","NASD","Consumer Staples","Soft Drinks",,"",1.810,552202
"ZDGE","Zedge, Inc.","AMEX","Consumer Discretionary","Toys",,"",11.280,195368
"ZKIN","ZK International Group Co., Ltd.","NASD","Materials","Steel",,"",4.420,1016747
