"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACST","Acasti Pharma Inc.","NASD","Health Care","Pharmaceuticals",,"",0.507,5497996
"ADXS","Advaxis Inc.","NASD","Health Care","Biotechnology",,"",0.480,4576579
"AEZS","AEterna Zentaris Inc.","NASD","Health Care","Biotechnology",,"",0.940,2076240
"ANY","Sphere 3D Corp.","NASD","Technology","Electronic Equipment",,"",1.550,790034
"ASRT","Assertio Holdings","NASD","Health Care","Pharmaceuticals",,"",1.790,1165533
"ASXC","Asensus Surgical, Inc.","AMEX","Health Care","Medical Equipment",,"",2.500,9905511
"CHEK","Check-Cap Ltd.","NASD","","",,"",1.620,1037741
"CLSN","Celsion Corp.","NASD","Health Care","Medical Equipment",,"",1.160,1133392
"CREX","Creative Realities, Inc.","NASD","Technology","Software",,"",2.250,684763
"FTFT","Future FinTech Group Inc.","NASD","Technology","Software",,"",3.250,1761470
"ISR","IsoRay Inc.","AMEX","Health Care","Biotechnology",,"",0.833,1725482
"JAGX","Jaguar Health, Inc.","NASD","Health Care","Biotechnology",,"",1.800,34085185
"MTNB","Matinas BioPharma Holdings, Inc.","AMEX","Health Care","Pharmaceuticals",,"",0.790,762933
"QTT","Qutoutiao Inc.","NASD","Communication Services","Internet",,"",2.080,3312966
"SLRX","Salarius Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",60.0,"sml",1.270,1080271
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",98.6,"sml",0.027,7002
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,35915
"SSY","SunLink Health Systems, Inc.","AMEX","Health Care","Health Care Providers",,"",2.930,182556
"SXTC","China SXT Pharmaceuticals, Inc.","NASD","Health Care","Medical Supplies",,"",1.380,244125
"SYN","Synthetic Biologics, Inc.","AMEX","Health Care","Pharmaceuticals",28.3,"sml",0.514,1823249
"ZOM","Zomedica Corp.","AMEX","Health Care","Pharmaceuticals",98.8,"sml",0.824,32415943
