"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACST","Acasti Pharma Inc.","NASD","Health Care","Pharmaceuticals",,"",0.507,5497996
"ADXS","Advaxis Inc.","NASD","Health Care","Biotechnology",,"",0.480,4576579
"AEZS","AEterna Zentaris Inc.","NASD","Health Care","Biotechnology",,"",0.940,2076240
"ASXC","Asensus Surgical, Inc.","AMEX","Health Care","Medical Equipment",,"",2.500,9905511
"AVGR","Avinger Inc.","NASD","Health Care","Medical Equipment",95.8,"sml",1.040,1021103
"BGI","Birks Group Inc.","AMEX","Consumer Discretionary","Apparel Retailers",,"",3.470,1707626
"CPHI","China Pharma Holdings, Inc.","AMEX","Health Care","Pharmaceuticals",,"",0.601,417751
"DFFN","Diffusion Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",0.697,449648
"ISR","IsoRay Inc.","AMEX","Health Care","Biotechnology",,"",0.833,1725482
"KIQ","Kelso Technologies Inc.","AMEX","Industrial","Industrial Machinery",,"",0.709,1218984
"MSN","Emerson Radio Corp.","AMEX","Technology","Electronic Equipment",,"",1.170,63790
"NAKD","Naked Brand Group, Inc.","NASD","Consumer Discretionary","Clothing & Accessories",,"",0.634,76504895
"NAOV","NanoVibronix, Inc.","NASD","Health Care","Medical Equipment",,"",0.833,321375
"PFMT","Performant Financial Corp.","NASD","Industrial","Business Support Services",,"",3.760,1330839
"REED","Reeds, Inc.","NASD","Consumer Staples","Soft Drinks",,"",1.000,1032557
"SHIP","Seanergy Maritime Holdings Corp.","NASD","Industrial","Marine Transportation",,"",1.050,4300695
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",98.6,"sml",0.027,7002
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,35915
"STCN","Steel Connect, Inc.","NASD","Industrial","Business Support Services",,"",2.000,105905
"TNXP","Tonix Pharmaceuticals Holding Corp.","NASD","Health Care","Pharmaceuticals",,"",1.240,10657618
"TOPS","TOP Ships Inc.","NASD","Industrial","Marine Transportation",,"",1.610,1245800
"TRCH","Torchlight Energy Resources, Inc.","NASD","Energy","Exploration & Production",,"",2.650,7757347
"TYME","Tyme Technologies, Inc.","NASD","Health Care","Biotechnology",69.5,"sml",1.650,8906009
"ZOM","Zomedica Corp.","AMEX","Health Care","Pharmaceuticals",98.8,"sml",0.824,32415943
