"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACST","Acasti Pharma Inc.","NASD","Health Care","Pharmaceuticals",,"",0.507,5497996
"ASXC","Asensus Surgical, Inc.","AMEX","Health Care","Medical Equipment",,"",2.500,9905511
"AVGR","Avinger Inc.","NASD","Health Care","Medical Equipment",95.8,"sml",1.040,1021103
"BGI","Birks Group Inc.","AMEX","Consumer Discretionary","Apparel Retailers",,"",3.470,1707626
"BRQS","Borqs Technologies Inc.","NASD","Technology","Software",,"",0.900,1752528
"HOFV","Hall of Fame Resort & Entertainment Company","NASD","Communication Services","Entertainment",,"",4.060,6068195
"PTE","PolarityTE, Inc.","NASD","Health Care","Biotechnology",,"",1.120,1110550
"QD","Qudian Inc.","NYSE","Financial","Specialty Finance",,"",2.260,5003361
"SGOC","SGOCO Group, Ltd.","NASD","Technology","Electronic Equipment",,"",1.950,81394
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",98.6,"sml",0.027,7002
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,35915
"TKAT","Takung Art Co., Ltd.","AMEX","Communication Services","Internet",,"",21.250,2004668
"ZOM","Zomedica Corp.","AMEX","Health Care","Pharmaceuticals",98.8,"sml",0.824,32415943
