"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ADMP","Adamis Pharmaceuticals Corp.","NASD","Health Care","Pharmaceuticals",,"",0.699,2666175
"BHAT","Blue Hat Interactive Entertainment Technology","NASD","Communication Services","Entertainment",,"",0.861,1114848
"CCO","Clear Channel Outdoor Holdings Inc.","NYSE","Communication Services","Media Agencies",,"",2.380,2313572
"CLSN","Celsion Corp.","NASD","Health Care","Medical Equipment",,"",1.160,1133392
"DFFN","Diffusion Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",0.697,449648
"ENTX","Entera Bio Ltd.","NASD","Health Care","Pharmaceuticals",,"",3.250,250935
"EYES","Second Sight Medical Products, Inc.","NASD","Health Care","Medical Equipment",99.1,"sml",5.390,4007332
"GSAT","Globalstar Inc.","AMEX","Communication Services","Mobile Telecommunications",,"",1.610,10857399
"INUV","Inuvo, Inc.","AMEX","Technology","Software",,"",0.760,1084746
"ITP","IT Tech Packaging, Inc.","AMEX","Materials","Paper",,"",0.481,5095901
"ITRM","Iterum Therapeutics plc","NASD","Health Care","Biotechnology",,"",1.520,15130690
"NVIV","InVivo Therapeutics Holdings Corp.","NASD","Health Care","Biotechnology",4.0,"sml",0.692,540644
"OGEN","Oragenics, Inc.","AMEX","Health Care","Biotechnology",,"",0.696,1368206
"RIBT","RiceBran Technologies","NASD","Consumer Staples","Food Products",,"",1.050,257385
"SCON","Superconductor Technologies, Inc.","NASD","Technology","Telecom Equipment",,"",1.110,33910
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,35915
"TMBR","Timber Pharmaceuticals, Inc.","AMEX","Health Care","Biotechnology",,"",1.260,796365
