"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ADXS","Advaxis Inc.","NASD","Health Care","Biotechnology",,"",0.480,4576579
"ASXC","Asensus Surgical, Inc.","AMEX","Health Care","Medical Equipment",,"",2.500,9905511
"ATOS","Atossa Genetics, Inc.","NASD","Health Care","Medical Equipment",,"",3.870,20471294
"BBI","Brickell Biotech Inc","NASD","Health Care","Biotechnology",,"",0.870,3133352
"CEI","Camber Energy, Inc.","AMEX","Energy","Exploration & Production",,"",0.689,13605288
"CHEK","Check-Cap Ltd.","NASD","","",,"",1.620,1037741
"DFFN","Diffusion Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",0.697,449648
"JAGX","Jaguar Health, Inc.","NASD","Health Care","Biotechnology",,"",1.800,34085185
"MRKR","Marker Therapeutics, Inc.","NASD","Health Care","Biotechnology",86.6,"sml",3.000,2265835
"NAK","Northern Dynasty Minerals Ltd.","AMEX","Materials","General Mining",,"",0.570,5863100
"NAKD","Naked Brand Group, Inc.","NASD","Consumer Discretionary","Clothing & Accessories",,"",0.634,76504895
"NMTR","9 Meters Biopharma, Inc.","NASD","Health Care","Biotechnology",47.7,"sml",1.270,3561449
"PED","PEDEVCO Corp.","AMEX","Energy","Exploration & Production",,"",1.470,484480
"SDPI","Superior Drilling Products Inc.","AMEX","Energy","Oil Equipment & Services",,"",0.820,627761
"SENS","Senseonics Holdings Inc.","AMEX","Health Care","Medical Equipment",,"",2.140,17295042
"SNMP","Sanchez Midstream Partners LLC","AMEX","Energy","Exploration & Production",,"",0.815,2613926
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",98.6,"sml",0.027,7002
"SXTC","China SXT Pharmaceuticals, Inc.","NASD","Health Care","Medical Supplies",,"",1.380,244125
"SYN","Synthetic Biologics, Inc.","AMEX","Health Care","Pharmaceuticals",28.3,"sml",0.514,1823249
"TKAT","Takung Art Co., Ltd.","AMEX","Communication Services","Internet",,"",21.250,2004668
"TLGT","Teligent, Inc.","NASD","Health Care","Pharmaceuticals",5.4,"sml",0.570,2946362
"ZOM","Zomedica Corp.","AMEX","Health Care","Pharmaceuticals",98.8,"sml",0.824,32415943
"ZSAN","Zosano Pharma Corp.","NASD","Health Care","Biotechnology",,"",0.803,2251243
