"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AEZS","AEterna Zentaris Inc.","NASD","Health Care","Biotechnology",,"",0.879,1265976
"AINC","Ashford Inc.","AMEX","Financial","Asset Managers",88.2,"sml",11.875,8319
"AMPG","AmpliTech Group, Inc.","NASD","Communication Services","Entertainment",,"",4.380,198046
"ASXC","Asensus Surgical, Inc.","AMEX","Health Care","Medical Equipment",,"",2.130,6787333
"BNGO","Bionano Genomics, Inc.","NASD","Health Care","Biotechnology",,"",5.620,16476945
"CHEK","Check-Cap Ltd.","NASD","","",,"",1.440,514783
"EYPT","EyePoint Pharmaceuticals, Inc.","NASD","Health Care","Biotechnology",,"",9.160,85663
"ISIG","Insignia Systems, Inc.","NASD","Communication Services","Media Agencies",,"",7.355,307051
"JAGX","Jaguar Health, Inc.","NASD","Health Care","Biotechnology",,"",1.250,3098759
"KSPN","Kaspien Holdings, Inc.","NASD","Consumer Discretionary","Specialty Retailers",,"",20.105,3606
"NOVN","Novan, Inc.","NASD","Health Care","Pharmaceuticals",,"",1.260,1665417
"SLRX","Salarius Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",62.9,"sml",1.260,1844714
"SYN","Synthetic Biologics, Inc.","AMEX","Health Care","Pharmaceuticals",33.9,"sml",0.513,1762033
"UUU","Universal Security Instruments, Inc.","AMEX","Consumer Discretionary","Durable Household Products",,"",5.870,109250
"VRAY","ViewRay, Inc.","NASD","Health Care","Medical Equipment",83.5,"sml",5.610,526102
"ZOM","Zomedica Corp.","AMEX","Health Care","Pharmaceuticals",98.9,"sml",0.788,15337003
