"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"APOP","Cellect Biotechnology Ltd.","NASD","Health Care","Biotechnology",,"",2.690,69293
"ARTL","Artelo Biosciences Inc.","NASD","Health Care","Biotechnology",,"",1.210,264511
"ASXC","Asensus Surgical, Inc.","AMEX","Health Care","Medical Equipment",,"",2.130,6787333
"AYRO","AYRO, Inc.","NASD","Technology","Telecom Equipment",,"",4.880,656081
"CLVR","Clever Leaves International Inc.","NASD","","",,"",8.570,207493
"CMMB","Chemomab Therapeutics Ltd.","NASD","Health Care","Biotechnology",,"",19.250,197488
"CNEY","CN Energy Group Inc.","NASD","","",,"",4.200,38246
"EH","EHang Holdings Ltd","NASD","Industrial","Aerospace",,"",22.810,1320636
"ENSV","ENSERVCO Corp.","AMEX","Energy","Exploration & Production",,"",1.250,124660
"GROW","U.S. Global Investors, Inc.","NASD","Financial","Asset Managers",,"",6.270,309980
"IGC","India Globalization Capital, Inc.","AMEX","Industrial","Heavy Construction",,"",1.370,358034
"ITRM","Iterum Therapeutics plc","NASD","Health Care","Biotechnology",,"",1.130,7155923
"JFU","9F Inc.","NASD","Technology","Software",,"",1.310,336381
"MXC","MEXCO Energy Corp.","AMEX","Energy","Exploration & Production",,"",7.702,856
"NAKD","Naked Brand Group, Inc.","NASD","Consumer Discretionary","Clothing & Accessories",,"",0.543,25644650
"NTEC","Intec Pharma Ltd.","NASD","Health Care","Pharmaceuticals",,"",3.750,210128
"PHAS","PhaseBio Pharmaceuticals Inc.","NASD","Health Care","Pharmaceuticals",15.9,"sml",3.290,183782
"PLXP","Dipexium Pharmaceuticals, Inc.","NASD","Health Care","Pharmaceuticals",,"",11.390,137383
"PULM","Pulmatrix, Inc.","NASD","Health Care","Biotechnology",,"",0.914,521343
"PYR","PyroGenesis Canada, Inc.","NASD","","",,"",5.070,154899
"RCMT","RCM Technologies, Inc.","NASD","Technology","Computer Services",,"",3.800,32184
"REPX","Riley Exploration Permian, Inc.","AMEX","Energy","Exploration & Production",,"",35.010,7443
"RKDA","Arcadia Biosciences, Inc.","NASD","Materials","Specialty Chemicals",,"",2.710,838818
"SNDL","Sundial Growers Inc.","NASD","Health Care","Pharmaceuticals",,"",0.774,178556924
"TRCH","Torchlight Energy Resources, Inc.","NASD","Energy","Exploration & Production",,"",2.180,4416445
"YELL","Yellow Corporation","NASD","Industrial","Trucking",,"",6.170,653264
"YI","111 Inc.","NASD","Consumer Staples","Drug Retailers",,"",9.980,369997
"ZYNE","Zynerba Pharmaceuticals, Inc.","NASD","Health Care","Pharmaceuticals",,"",4.860,1601188
