"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ADAG","Adagene Inc.","NASD","Health Care","Biotechnology",,"",12.800,14580
"ANTE","AirNet Technology Inc.","NASD","Communication Services","Media Agencies",,"",3.670,445791
"ASTC","Astrotech Corp.","NASD","Industrial","Aerospace",,"",1.120,1057850
"ASTS","AST SpaceMobile, Inc.","NASD","","",,"",7.570,1229290
"AUVI","Applied UV Inc.","NASD","Health Care","Medical Equipment",,"",8.040,626471
"BGI","Birks Group Inc.","AMEX","Consumer Discretionary","Apparel Retailers",,"",2.630,147640
"BHTG","BioHiTech Global, Inc.","NASD","Industrial","Marine Transportation",,"",1.430,611876
"BSQR","BSQUARE Corp.","NASD","Technology","Software",,"",2.170,125051
"EAST","Eastside Distilling, Inc.","NASD","Consumer Staples","Distillers & Vintners",,"",1.980,201683
"EFOI","Energy Focus, Inc.","NASD","Technology","Electrical Components",,"",3.980,418571
"EH","EHang Holdings Ltd","NASD","Industrial","Aerospace",,"",22.810,1320636
"EMAN","eMagin Corp.","AMEX","Technology","Electrical Components",,"",2.460,452975
"EVOK","Evoke Pharma, Inc.","NASD","Health Care","Pharmaceuticals",,"",1.230,198589
"GHVI","Gores Holdings Inc.","NASD","","",,"",13.110,1285234
"GHVIU","Gores Holdings VI Inc.","NASD","","",,"",13.960,22642
"GSAT","Globalstar Inc.","AMEX","Communication Services","Mobile Telecommunications",,"",1.550,29091489
"HUGE","FSD Pharma Inc","NASD","Health Care","Biotechnology",,"",1.720,224544
"HYMCW","Hycroft Mining Holding Corporation","NASD","","",,"",0.700,34236
"KTRA","Kintara Therapeutics, Inc.","NASD","Health Care","Pharmaceuticals",,"",1.440,266605
"LEDS","SemiLEDs Corp.","NASD","Technology","Electrical Components",,"",7.920,4307432
"MITO","Stealth BioTherapeutics Corp","NASD","Health Care","Biotechnology",,"",1.260,1441825
"MOGO","Mogo Finance Technology Inc.","NASD","Financial","Consumer Finance",,"",7.980,1599548
"NCTY","The9 Ltd.","NASD","Consumer Discretionary","Toys",,"",14.260,784641
"NM","Navios Maritime Holdings, Inc.","NYSE","Industrial","Marine Transportation",,"",8.550,287451
"NVCN","Neovasc Inc.","NASD","Health Care","Medical Supplies",,"",0.852,829269
"OGI","OrganiGram Holdings Inc.","NASD","Health Care","Pharmaceuticals",,"",2.670,3840049
"PDSB","PDS Biotechnology Corporation","NASD","Health Care","Pharmaceuticals",,"",7.270,30911354
"RAAS","Cloopen Group Holding Ltd.","NYSE","Technology","Software",,"",9.400,643747
"RMTI","Rockwell Medical Technologies, Inc.","NASD","Health Care","Medical Supplies",6.1,"sml",0.887,949952
"SALM","Salem Media Group, Inc.","NASD","Communication Services","Entertainment",,"",2.100,427167
"SINT","SiNtx Technologies, Inc.","NASD","Health Care","Medical Supplies",,"",1.430,177582
"SLRX","Salarius Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",62.9,"sml",1.260,1844714
"TLRY","Tilray, Inc.","NASD","Health Care","Medical Supplies",,"",14.940,16572209
"TOMZ","TOMI Environmental Solutions, Inc.","NASD","Financial","Specialty Finance",,"",2.570,124265
"UAVS","AgEagle Aerial Systems, Inc.","AMEX","Energy","Exploration & Production",,"",4.810,1524222
"USWS","US Well Services, Inc.","NASD","Energy","Oil Equipment & Services",,"",1.050,2185316
"VERU","Veru Inc.","NASD","Consumer Staples","Personal Products",94.2,"sml",8.190,735261
"VYNT","Vyant Bio, Inc.","NASD","Health Care","Biotechnology",,"",3.220,396458
"YI","111 Inc.","NASD","Consumer Staples","Drug Retailers",,"",9.980,369997
