"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AVGR","Avinger Inc.","NASD","Health Care","Medical Equipment",95.7,"sml",0.970,1504882
"AWX","Avalon Holdings Corp.","AMEX","Industrial","Waste & Disposal Services",,"",3.830,56703
"BGI","Birks Group Inc.","AMEX","Consumer Discretionary","Apparel Retailers",,"",2.630,147640
"BLNK","Blink Charging Co.","NASD","Consumer Discretionary","Special Consumer Services",88.8,"sml",32.940,1715563
"CCIV","Churchill Capital Corp IV","NYSE","","",,"",19.790,7769604
"CTEK","CynergisTek, Inc.","AMEX","Technology","Computer Services",,"",1.750,20433
"CTRM","Castor Maritime Inc.","NASD","Industrial","Marine Transportation",,"",0.427,57041479
"DDD","3D Systems Corp.","NYSE","Technology","Computer Hardware",97.6,"sml",24.950,4949074
"DFFN","Diffusion Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",0.686,822571
"GNLN","Greenlane Holdings, Inc.","NASD","Consumer Staples","Personal Products",12.3,"sml",3.550,311237
"GRNQ","Greenpro Capital Corp.","NASD","Financial","Investment Services",,"",1.350,1455202
"ISR","IsoRay Inc.","AMEX","Health Care","Biotechnology",,"",0.800,681782
"IZEA","IZEA Worldwide, Inc.","NASD","Communication Services","Media Agencies",,"",2.900,1859117
"JUPW","Jupiter Wellness Inc.","NASD","Health Care","Pharmaceuticals",,"",4.400,44480
"PFMT","Performant Financial Corp.","NASD","Industrial","Business Support Services",,"",2.200,207285
"REED","Reeds, Inc.","NASD","Consumer Staples","Soft Drinks",,"",0.853,636663
"RIDE","Lordstown Motors Corp.","NASD","","",,"",9.700,21352219
"SHIP","Seanergy Maritime Holdings Corp.","NASD","Industrial","Marine Transportation",,"",1.030,3545438
"SIFY","Sify Technologies Ltd.","NASD","Communication Services","Internet",,"",3.220,188795
"SLGG","Super League Gaming, Inc.","NASD","Communication Services","Internet",,"",4.670,4896632
"SOS","SOS Limited","NYSE","Technology","Software",,"",3.160,12166350
"STCN","Steel Connect, Inc.","NASD","Industrial","Business Support Services",,"",2.010,110749
"SXTC","China SXT Pharmaceuticals, Inc.","NASD","Health Care","Medical Supplies",,"",1.270,52785
"THRY","Thryv Holdings Inc.","NASD","","",,"",25.430,209609
"TRCH","Torchlight Energy Resources, Inc.","NASD","Energy","Exploration & Production",,"",2.180,4416445
"ZOM","Zomedica Corp.","AMEX","Health Care","Pharmaceuticals",98.9,"sml",0.788,15337003
