"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACST","Acasti Pharma Inc.","NASD","Health Care","Pharmaceuticals",,"",0.500,32048380
"APDN","Applied DNA Sciences Inc.","NASD","Technology","Electronic Equipment",,"",6.060,79058
"ASXC","Asensus Surgical, Inc.","AMEX","Health Care","Medical Equipment",,"",2.130,6787333
"BGI","Birks Group Inc.","AMEX","Consumer Discretionary","Apparel Retailers",,"",2.630,147640
"BRPA","Big Rock Partners Acquisition Corp.","NASD","","",,"",36.080,2851163
"BRQS","Borqs Technologies Inc.","NASD","Technology","Software",,"",0.875,6371626
"CGA","China Green Agriculture, Inc.","NYSE","Materials","Specialty Chemicals",,"",15.600,74659
"CMRX","Chimerix, Inc.","NASD","Health Care","Pharmaceuticals",91.0,"sml",7.900,1032003
"IPDN","Professional Diversity Network Inc.","NASD","Communication Services","Internet",,"",1.660,1368800
"IZEA","IZEA Worldwide, Inc.","NASD","Communication Services","Media Agencies",,"",2.900,1859117
"JAGX","Jaguar Health, Inc.","NASD","Health Care","Biotechnology",,"",1.250,3098759
"LMFA","LM Funding America, Inc.","NASD","","",,"",4.710,1655598
"NVFY","Nova Lifestyle, Inc.","NASD","Consumer Discretionary","Furnishings",,"",2.770,60936
"OXBR","Oxbridge Re Holdings Limited","NASD","Financial","Reinsurance",,"",2.630,4550680
"PTE","PolarityTE, Inc.","NASD","Health Care","Biotechnology",,"",1.090,3184328
"SGOC","SGOCO Group, Ltd.","NASD","Technology","Electronic Equipment",,"",1.760,8194
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,87475
"TKAT","Takung Art Co., Ltd.","AMEX","Communication Services","Internet",,"",20.000,1249647
