"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ADMP","Adamis Pharmaceuticals Corp.","NASD","Health Care","Pharmaceuticals",,"",0.765,1612601
"BHAT","Blue Hat Interactive Entertainment Technology","NASD","Communication Services","Entertainment",,"",0.819,739913
"BQ","Boqii Holding Limited","NYSE","Consumer Discretionary","Specialty Retailers",,"",3.930,118161
"BRPA","Big Rock Partners Acquisition Corp.","NASD","","",,"",36.080,2851163
"BWEN","Broadwind Energy, Inc.","NASD","Industrial","Industrial Machinery",,"",4.370,570277
"CHRA","Charah Solutions Inc.","NYSE","Industrial","Waste & Disposal Services",,"",5.800,307580
"CLSN","Celsion Corp.","NASD","Health Care","Medical Equipment",,"",1.170,1331134
"ECOR","electroCore, Inc.","NASD","Health Care","Medical Equipment",,"",1.610,288781
"EH","EHang Holdings Ltd","NASD","Industrial","Aerospace",,"",22.810,1320636
"EVK","Ever-Glory Intl Group, Inc.","NASD","Consumer Discretionary","Clothing & Accessories",,"",2.070,237307
"FTOC","FTAC Olympus Acquisition Corp.","NASD","","",,"",9.900,487064
"FTOCU","FTAC Olympus Acquisition Corp","NASD","","",,"",10.490,3165
"GRTS","Gritstone Oncology Inc.","NASD","Health Care","Biotechnology",96.5,"sml",9.180,512608
"GSAT","Globalstar Inc.","AMEX","Communication Services","Mobile Telecommunications",,"",1.550,29091489
"ITP","IT Tech Packaging, Inc.","AMEX","Materials","Paper",,"",0.482,1586965
"ITRM","Iterum Therapeutics plc","NASD","Health Care","Biotechnology",,"",1.130,7155923
"KRKR","36Kr Holdings Inc","NASD","Communication Services","Internet",,"",2.430,47611
"NVOS","Novo Integrated Sciences, Inc.","NASD","Industrial","Commercial Vehicles",,"",2.120,93915
"OBLN","Obalon Therapeutics, Inc.","NASD","Health Care","Medical Equipment",,"",2.630,676134
"OCX","OncoCyte Corp.","NASD","Health Care","Biotechnology",95.9,"sml",4.720,488967
"OGEN","Oragenics, Inc.","AMEX","Health Care","Biotechnology",,"",0.680,1597995
"REPX","Riley Exploration Permian, Inc.","AMEX","Energy","Exploration & Production",,"",35.010,7443
"SCON","Superconductor Technologies, Inc.","NASD","Technology","Telecom Equipment",,"",1.080,3963
"SNCR","Synchronoss Technologies, Inc.","NASD","Technology","Software",7.3,"sml",2.870,387161
"TLSA","Tiziana Life Sciences PLC","NASD","Health Care","Biotechnology",,"",2.220,217452
"TMDI","Titan Medical, Inc.","NASD","Health Care","Medical Equipment",,"",1.690,473712
"VUZI","Vuzix Corp.","NASD","Technology","Electronic Equipment",98.5,"sml",16.630,2857842
"VYNT","Vyant Bio, Inc.","NASD","Health Care","Biotechnology",,"",3.220,396458
"YQ","17 Education & Technology Group Inc.","NASD","","",,"",4.980,435000
