"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACRX","AcelRx Pharmaceuticals Inc.","NASD","Health Care","Pharmaceuticals",9.1,"sml",1.280,1488581
"AMPG","AmpliTech Group, Inc.","NASD","Communication Services","Entertainment",,"",4.380,198046
"AMTX","Aemetis, Inc.","NASD","Materials","Specialty Chemicals",,"",10.820,1718513
"ANY","Sphere 3D Corp.","NASD","Technology","Electronic Equipment",,"",1.520,180396
"APRN","Blue Apron Holdings, Inc.","NYSE","Consumer Discretionary","Specialty Retailers",,"",4.600,160516
"ATOS","Atossa Genetics, Inc.","NASD","Health Care","Medical Equipment",,"",3.250,6786415
"AXDX","Accelr8 Technology","NASD","Health Care","Biotechnology",6.4,"sml",7.230,111324
"CAPR","Capricor Therapeutics, Inc.","NASD","Health Care","Biotechnology",,"",3.810,138750
"CHEK","Check-Cap Ltd.","NASD","","",,"",1.440,514783
"DVAX","Dynavax Technologies Corp.","NASD","Health Care","Biotechnology",66.7,"sml",7.830,1748677
"GOED","1847 Goedeker Inc.","AMEX","Consumer Discretionary","Furnishings",,"",5.710,98696
"IPWR","Ideal Power, Inc.","NASD","Technology","Electrical Components",,"",10.190,216738
"IZEA","IZEA Worldwide, Inc.","NASD","Communication Services","Media Agencies",,"",2.900,1859117
"KIQ","Kelso Technologies Inc.","AMEX","Industrial","Industrial Machinery",,"",0.679,412444
"KOSS","Koss Corp.","NASD","Communication Services","Mobile Telecommunications",,"",17.340,504426
"LTBR","Lightbridge Corp.","NASD","Industrial","Business Support Services",,"",5.280,29692
"SHIP","Seanergy Maritime Holdings Corp.","NASD","Industrial","Marine Transportation",,"",1.030,3545438
"SNMP","Sanchez Midstream Partners LLC","AMEX","Energy","Exploration & Production",,"",0.920,2895672
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,87475
"SSNT","SilverSun Technologies, Inc.","NASD","Technology","Software",,"",6.460,9158
"TFII","TFI International Inc.","NYSE","Industrial","Trucking",,"",93.040,774685
"VXRT","Vaxart, Inc.","NASD","Health Care","Biotechnology",47.6,"sml",6.960,9180652
"YALA","Yalla Group Limited","NYSE","Technology","Software",,"",15.960,4689721
"YGMZ","MingZhu Logistics Holdings Ltd.","NASD","Industrial","Trucking",,"",4.620,256904
