"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AAME","Atlantic American Corp.","NASD","Financial","Life Insurance",,"",4.110,33071
"ABEO","Abeona Therapeutics Inc.","NASD","Health Care","Pharmaceuticals",15.5,"sml",1.570,1276289
"AEI","Alset EHome International Inc.","NASD","Real Estate","Real Estate Development",,"",3.860,2069772
"AEYE","AudioEye, Inc.","NASD","Technology","Software",,"",16.620,121100
"AEZS","AEterna Zentaris Inc.","NASD","Health Care","Biotechnology",,"",0.879,1265976
"AGE","AgeX Therapeutics, Inc.","AMEX","Health Care","Biotechnology",,"",1.250,201681
"AIRT","Air T, Inc.","NASD","Industrial","Delivery Services",,"",23.157,797
"ARYA","ARYA Sciences Acquisition Corp.","NASD","","",,"",10.150,585867
"BSQR","BSQUARE Corp.","NASD","Technology","Software",,"",2.170,125051
"BTBT","Bit Digital Inc.","NASD","Financial","Specialty Finance",,"",9.365,2672050
"CCNC","Code Chain New Continent Limited","NASD","Industrial","Waste & Disposal Services",,"",2.630,745554
"CHCI","Comstock Holding Cos. Inc.","NASD","Consumer Discretionary","Home Construction",,"",6.300,224663
"EKSO","Ekso Bionics Holdings, Inc.","NASD","Health Care","Medical Equipment",,"",5.540,39171
"GMBL","Esports Entertainment Group Inc.","NASD","Consumer Discretionary","Gambling",,"",9.780,368787
"HEPA","Hepion Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",1.720,1577329
"HNNA","Hennessy Advisors Inc.","NASD","Financial","Asset Managers",21.7,"sml",9.200,6758
"IMCR","Immunocore Holdings Plc","NASD","","",,"",36.390,39177
"INFI","Infinity Pharmaceuticals, Inc.","NASD","Health Care","Pharmaceuticals",81.3,"sml",3.100,1384991
"ITP","IT Tech Packaging, Inc.","AMEX","Materials","Paper",,"",0.482,1586965
"KIQ","Kelso Technologies Inc.","AMEX","Industrial","Industrial Machinery",,"",0.679,412444
"LIFE","aTyr Pharma, Inc.","NASD","Health Care","Biotechnology",,"",4.340,776846
"MMLP","Martin Midstream Partners L.P.","NASD","Energy","Pipelines",,"",2.670,97990
"MRKR","Marker Therapeutics, Inc.","NASD","Health Care","Biotechnology",80.3,"sml",2.520,2431148
"MTNB","Matinas BioPharma Holdings, Inc.","AMEX","Health Care","Pharmaceuticals",,"",0.800,719323
"NGAC","NextGen Acquisition Corp.","NASD","","",,"",9.870,615738
"NSPR","InspireMD, Inc.","AMEX","Health Care","Medical Supplies",,"",5.100,141102
"OCGN","Ocugen Inc.","NASD","Health Care","Biotechnology",,"",9.080,30206892
"OGI","OrganiGram Holdings Inc.","NASD","Health Care","Pharmaceuticals",,"",2.670,3840049
"OPGN","OpGen, Inc.","NASD","Health Care","Biotechnology",,"",2.020,470586
"OTLK","Outlook Therapeutics, Inc.","NASD","Health Care","Biotechnology",,"",2.360,893977
"RELI","Reliance Global Group Inc.","NASD","Financial","Full Line Insurance",,"",3.670,202691
"RIOT","Riot Blockchain, Inc.","NASD","Technology","Software",,"",24.180,24949399
"SGLB","Sigma Labs, Inc.","NASD","Industrial","Industrial Machinery",,"",3.470,245289
"SIEN","Sientra, Inc.","NASD","Health Care","Medical Supplies",67.7,"sml",7.010,531333
"SINO","Sino-Global Shipping America, Ltd.","NASD","Industrial","Transportation Services",,"",3.600,166739
"SLGG","Super League Gaming, Inc.","NASD","Communication Services","Internet",,"",4.670,4896632
"SLNO","Soleno Therapeutics, Inc.","NASD","Health Care","Biotechnology",0.8,"sml",1.010,531274
"SLRX","Salarius Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",62.9,"sml",1.260,1844714
"SNMP","Sanchez Midstream Partners LLC","AMEX","Energy","Exploration & Production",,"",0.920,2895672
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",99.4,"sml",0.033,12662
"SYN","Synthetic Biologics, Inc.","AMEX","Health Care","Pharmaceuticals",33.9,"sml",0.513,1762033
"VERO","Venus Concept Inc.","NASD","Health Care","Medical Equipment",11.0,"sml",2.020,170210
"VIVE","Viveve Medical, Inc.","NASD","Health Care","Medical Equipment",,"",2.570,57802
"VJET","voxeljet AG","NYSE","Technology","Computer Hardware",,"",13.790,18416
"VTNR","Vertex Energy, Inc.","NASD","Industrial","Waste & Disposal Services",,"",1.830,471424
"XONE","ExOne Co.","NASD","Technology","Electronic Equipment",63.8,"sml",19.720,474958
"XTLB","XTL Biopharmaceuticals Ltd.","NASD","Health Care","Biotechnology",,"",3.580,12420
"ZDGE","Zedge, Inc.","AMEX","Consumer Discretionary","Toys",,"",11.780,196886
"ZSAN","Zosano Pharma Corp.","NASD","Health Care","Biotechnology",,"",0.757,1606628
