"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AGFY","Agrify Corp.","NASD","Industrial","Industrial Suppliers",,"",8.630,255788
"AMRS","Amyris Inc.","NASD","Materials","Specialty Chemicals",99.3,"sml",13.580,2360216
"AVXL","Anavex Life Sciences Corp.","NASD","Health Care","Pharmaceuticals",90.2,"sml",11.340,614183
"CLNN","Clene Inc.","NASD","Health Care","Biotechnology",,"",9.390,84612
"CPSH","CPS Technologies Corp.","NASD","Communication Services","Mobile Telecommunications",,"",6.620,10445109
"DTEA","DAVIDsTEA, Inc.","NASD","Consumer Staples","Soft Drinks",,"",3.270,58305
"FARM","Farmer Brothers Co.","NASD","Consumer Staples","Soft Drinks",95.1,"sml",10.950,140928
"GTBP","GT Biopharma, Inc.","NASD","Health Care","Pharmaceuticals",,"",13.830,450852
"HOFV","Hall of Fame Resort & Entertainment Company","NASD","Communication Services","Entertainment",,"",3.610,3607839
"HYRE","Hyrecar, Inc.","NASD","Industrial","Commercial Vehicles",,"",17.310,2488627
"IBIO","iBio Inc.","AMEX","Health Care","Biotechnology",10.8,"sml",1.430,5962043
"ICON","Iconix Brand Group, Inc.","NASD","Consumer Discretionary","Footwear",,"",1.840,83684
"LEXX","Lexaria Bioscience Corp.","NASD","Health Care","Biotechnology",,"",5.440,476379
"LIZI","Lizhi Inc","NASD","Communication Services","Entertainment",,"",4.770,1035822
"MNKD","MannKind Corp.","NASD","Health Care","Biotechnology",72.0,"sml",4.310,2044556
"NAKD","Naked Brand Group, Inc.","NASD","Consumer Discretionary","Clothing & Accessories",,"",0.543,25644650
"NMRD","Nemaura Medical Inc.","NASD","Health Care","Medical Equipment",98.6,"sml",11.750,667393
"NVOS","Novo Integrated Sciences, Inc.","NASD","Industrial","Commercial Vehicles",,"",2.120,93915
"ONTX","Onconova Therapeutics, Inc.","NASD","Health Care","Biotechnology",,"",0.730,90319164
"REKR","Rekor Systems, Inc.","NASD","Industrial","Business Support Services",,"",11.090,737390
"SAVA","Cassava Sciences, Inc.","NASD","Health Care","Pharmaceuticals",99.7,"sml",49.390,1658178
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",99.4,"sml",0.033,12662
"SPCB","SuperCom, Ltd.","NASD","Technology","Electronic Equipment",,"",1.280,191769
"SYPR","Sypris Solutions, Inc.","NASD","Industrial","Commercial Vehicles",,"",3.180,224887
"USIO","Usio Inc.","NASD","Financial","Financial Administration",,"",5.440,163050
